user_id,ageinyears,gender,married,has_children,home_country,"Free Hotel meal index (based on Scaled age in years, has children/not, and average discount on booked flights",Free Checked Bags perk index ( length of stay and Average Number of Bags Checked ),No Cancellation fee perk index (that included proportion of cancellation and normalised Atbbf),1 Night Free Hotel with Flight Perk index,Exclusive discount perk (Bargain index) includes Scaled ADSPKM and Scaled browsing duration per session
340166,50,M,TRUE,TRUE,usa,1.464788732,0,0,0,0.07338178396
347778,49,F,FALSE,FALSE,usa,0.4507042254,0.1870879375,0.9843338239,0.25,0.1490815295
348863,67,F,TRUE,FALSE,usa,0.7042253521,0,0,0,0.06313395378
350648,17,F,FALSE,FALSE,usa,0,0.004851244516,1.489985056,0,0.2887169298
353271,26,F,FALSE,TRUE,usa,1.126760563,0.008644001621,0.9861349518,0.3333333333,0.06935585067
353694,39,F,FALSE,TRUE,usa,1.309859155,0.1037257117,0.9791850175,0.1666666667,0.08930252013
354050,49,F,FALSE,FALSE,usa,0.4607042254,0.05189509094,0.9780576702,0.08363324764,0.1969637288
354260,49,F,FALSE,FALSE,usa,0.4507042254,0.2003568864,0.9772758736,0,0.1118111471
354311,45,F,TRUE,FALSE,usa,0.3943661972,0.1016758728,0.9835082007,0,0.08857053226
357737,41,F,TRUE,TRUE,usa,1.338028169,0.08286204815,1.149116924,0.03228791774,0.290390045
359072,51,F,TRUE,TRUE,canada,1.478873239,0.06174673872,1.227014007,0,0.2862072571
359080,41,F,TRUE,FALSE,usa,0.338028169,0.3820054436,0.9816965214,0,0.1280978772
361459,41,F,TRUE,TRUE,usa,1.338028169,0.1891956011,0.9819922354,0,0.03586740563
365825,44,F,FALSE,FALSE,usa,0.3802816901,0.1889266757,1.31559856,0.1666666667,0.1927219492
372970,33,F,FALSE,FALSE,usa,0.2253521127,0.1004268913,0.9825337163,0,0.09241346858
373489,37,F,TRUE,TRUE,usa,1.531690141,1.140192314,0.374894057,0.3333333333,0.7722033201
374331,42,M,FALSE,FALSE,usa,0.3521126761,0.182765959,1.49283358,0.3333333333,0.1734811252
374341,25,F,FALSE,FALSE,usa,0.1126760563,0,0,0.3333333333,0.09753738367
375160,20,F,FALSE,FALSE,usa,0.04225352113,0,0,0,0.009515842309
375729,52,F,FALSE,FALSE,usa,0.5929577465,0.07054876151,0.9830071329,0,0.2371542271
375751,49,F,TRUE,FALSE,usa,0.4507042254,0.07517195269,0.9785629801,0,0.2126424762
376159,42,F,FALSE,FALSE,usa,0.3521126761,0.1960327796,0.9750516783,0,0.09369444735
377411,37,F,TRUE,FALSE,canada,0.3816901408,0.009715667137,0.9850470826,0.1666666667,0.1381138744
378565,40,F,TRUE,TRUE,usa,1.373943662,0.09558068047,0.9874532022,0.06666666667,0.1596671711
380434,49,F,TRUE,TRUE,usa,1.500704225,0.0801451597,0.9732656365,0,0.154767322
380757,46,F,FALSE,TRUE,usa,1.408450704,0.07479344252,0.978698272,0.04335904027,0.1209609955
380949,45,F,FALSE,FALSE,usa,0.3943661972,0.03964700984,1.186454677,0.09100257069,0.3150684932
382181,36,F,TRUE,FALSE,canada,0.2676056338,0.1265378307,0.9854193042,0,0.09753738367
382384,56,F,TRUE,FALSE,usa,0.5492957746,0.196636458,0.9744388723,0,0.05654606295
382533,17,F,FALSE,FALSE,usa,0,0,0,0,0.04940918122
385689,49,F,FALSE,TRUE,usa,1.484037559,0.07434543546,0.979153053,0.08333333333,0.1158046539
386255,31,F,FALSE,TRUE,usa,1.197183099,0,0,0.3333333333,0.04099132072
386469,17,F,FALSE,FALSE,usa,0,0,0,0,0.06953884764
388328,50,F,TRUE,TRUE,canada,1.464788732,0.1905261463,0.9806415723,0.03311053985,0.1155727515
388767,44,F,TRUE,TRUE,usa,1.38028169,0.1859045505,0.9853330469,0,0.09607340793
388947,40,M,FALSE,FALSE,usa,0.373943662,0.1317475335,0.9762463245,0,0.1467806521
389434,41,F,FALSE,FALSE,usa,0.378028169,0.09732598923,1.152348171,0,0.3659571166
389662,38,F,FALSE,FALSE,usa,0.3457746479,0.1952621555,0.9758339542,0,0.1813927399
389759,32,F,FALSE,TRUE,usa,1.244600939,0.07012799374,0.9834342627,0.2222222222,0.1881195518
390811,40,F,FALSE,FALSE,usa,0.323943662,0.1324397475,0.9798932962,0,0.1330387954
392453,57,F,FALSE,FALSE,usa,0.6133802817,0.1896029141,0.9815787638,0,0.09069296537
395981,51,F,TRUE,FALSE,canada,0.5455399061,0.1977253913,0.9733334741,0.1111111111,0.2000881614
399218,43,F,TRUE,TRUE,usa,1.366197183,0.1016506012,0.9793698894,0,0.1202290076
400275,55,F,TRUE,TRUE,usa,1.710211268,0.1078191833,0.9810017822,0,0.2122190452
401245,28,F,FALSE,FALSE,usa,0.1882629108,0.01396612892,0.9823080642,0,0.1422752161
402332,32,F,FALSE,FALSE,usa,0.2862676056,0.03239626777,0.9620235497,0.2143101971,0.2250284211
403881,43,F,FALSE,FALSE,usa,0.3661971831,0.1484421392,0.9785771835,0.1666666667,0.1330387954
404879,38,F,TRUE,FALSE,usa,0.2957746479,0.1033541204,0.9794493986,0.1111111111,0.1266339015
407250,36,F,FALSE,FALSE,usa,0.2676056338,0.05370285598,0.9837003767,0,0.1485935376
407275,41,F,FALSE,FALSE,usa,0.338028169,0.09824369054,0.9851283356,0,0.1264509045
408551,43,F,TRUE,TRUE,usa,1.366197183,0.09552790368,0.987506777,0,0.06791220793
409073,42,F,TRUE,FALSE,usa,0.3521126761,0.1888423094,0.9823508689,0,0.1954407613
413340,47,F,TRUE,TRUE,usa,1.422535211,0.1356628435,0.9809464907,0,0.118216041
413658,51,F,TRUE,TRUE,usa,1.478873239,0.6616547749,1.08017765,0.1666666667,0.1435741922
415381,45,F,TRUE,FALSE,usa,0.3943661972,0.187704758,0.9812389656,0,0.101563317
416319,55,F,TRUE,FALSE,usa,0.5352112676,0.1039660152,0.9789410806,0,0.2534508
418692,39,F,FALSE,FALSE,usa,0.3265258216,0.2078998342,1.078651066,0.260165667,0.09315292088
420669,50,F,TRUE,TRUE,canada,1.464788732,0.1204347065,1.381494968,0,0.4655442853
421870,29,M,TRUE,TRUE,usa,1.219014085,0.6858248404,0.9771442526,0,0.1433062314
422668,17,F,FALSE,FALSE,usa,0,0,0,0,0.09076649587
424553,49,F,TRUE,FALSE,usa,0.4507042254,0.2029840631,0.9679952909,0,0.2483268849
425632,45,F,TRUE,FALSE,usa,0.3943661972,0.09806225837,0.9862354936,0,0.07557774757
425953,37,F,TRUE,FALSE,usa,0.3191901408,0.01677863865,0.9778773185,0.254921043,0.2579454976
425966,55,F,TRUE,FALSE,usa,0.5352112676,0.1056104078,0.9772718247,0,0.08051866569
428552,36,F,TRUE,FALSE,usa,0.3926056338,0.01324566516,0.9814637108,0,0.1702120753
428858,20,F,FALSE,FALSE,usa,0.04225352113,0.3544134726,0.9448503671,0,0.2228380215
429345,65,M,TRUE,TRUE,usa,1.676056338,0,0,0,0.140724668
429375,33,F,FALSE,FALSE,usa,0.2253521127,0.396949807,1.118006515,0,0.2326675729
430722,28,M,FALSE,FALSE,usa,0.2215962441,0.09939374002,1.233582489,0.05415595544,0.3224721011
431746,40,F,FALSE,FALSE,usa,0.323943662,0.3652297758,0.9824352476,0.3613538989,0.05618006902
431899,43,F,TRUE,FALSE,usa,0.3661971831,0.005204112633,1.489626852,0,0.3165324689
431912,35,F,FALSE,TRUE,usa,1.253521127,0.1850545379,0,0,0.06606190526
432333,49,F,TRUE,TRUE,usa,1.450704225,0.206448122,0.9644788551,0.06580976864,0.118033044
433080,43,F,TRUE,FALSE,usa,0.3661971831,0.1476558321,0.9793753797,0.1197343616,0.169089198
433339,25,F,FALSE,TRUE,usa,1.112676056,0.1934871133,0.9776358352,0,0.1220589773
435596,53,F,FALSE,FALSE,usa,0.5070422535,0.1029447333,0.9799778044,0,0.1939767855
435882,51,F,TRUE,FALSE,usa,0.4955399061,0.05873433602,1.230071957,0,0.2986288841
436320,49,F,TRUE,TRUE,usa,1.500704225,0.1040609911,0.9788446687,0.04627249357,0.1806524199
436894,41,F,TRUE,FALSE,usa,0.338028169,0.1059719958,0.9769047695,0,0.05306912057
437069,42,F,FALSE,FALSE,usa,0.3721126761,0.1205689073,0.9800010352,0.08774635818,0.2494996796
437162,30,F,FALSE,FALSE,usa,0.1830985915,0.189037909,1.315485645,0.06863753213,0.2757502876
437251,43,F,FALSE,FALSE,canada,0.3661971831,0.07328102914,0.9802335532,0,0.1553644254
438189,36,F,TRUE,FALSE,usa,0.2676056338,0.1632024203,0.9784624933,0.0970008569,0.1661612465
438839,49,F,FALSE,TRUE,usa,1.484037559,0.1293417119,0.9830381743,0,0.1816646747
438937,37,F,FALSE,FALSE,usa,0.2816901408,0.1023680656,0.9805631914,0.2969151671,0.08619157168
438985,29,F,FALSE,FALSE,usa,0.2356807512,0.544640517,0.7368188399,0.04781491003,0.3046142969
440212,39,F,TRUE,TRUE,usa,1.409859155,0.1860606153,0.9851746223,0,0.2237397132
441205,46,F,TRUE,TRUE,usa,1.408450704,0.1064144401,0,0,0.1586583708
441982,47,F,FALSE,FALSE,usa,0.4725352113,0.08090785841,0.9838282565,0,0.1626585888
442484,43,F,TRUE,FALSE,usa,0.4661971831,0.07470642783,0.9761206149,0,0.1957302565
442718,48,F,TRUE,TRUE,usa,1.474119718,0.0602113681,0.9784640578,0.1865467009,0.1613671396
442833,39,F,TRUE,FALSE,canada,0.3098591549,0.05622266036,0.9826216094,0.08333333333,0.1319408136
443305,21,F,FALSE,FALSE,usa,0.05633802817,0.1937452856,0.9773737593,0,0.07996967479
444885,32,F,TRUE,FALSE,usa,0.2112676056,0.3621558311,0.9855556705,0,0.1399926801
446138,39,F,TRUE,FALSE,usa,0.3598591549,0.01467657339,1.230011167,0.2097686375,0.2804131898
447737,42,F,FALSE,FALSE,canada,0.3521126761,0.1908740029,0.9809963891,0.1886032562,0.1149220956
447951,42,F,FALSE,FALSE,usa,0.3521126761,0.1029784448,0.9799435832,0,0.2120934853
448025,29,F,FALSE,FALSE,canada,0.1690140845,0.01686572513,0.9777889153,0,0.08344661717
448154,55,F,FALSE,FALSE,usa,0.5352112676,0.01140589637,0.9861209913,0.3333333333,0.1356007529
448295,51,M,TRUE,FALSE,usa,0.4788732394,0.09463368176,0.9884145196,0,0.1366987347
449326,38,F,FALSE,FALSE,canada,0.2957746479,0.1018138136,0.9811258237,0,0.2450329395
449980,18,F,FALSE,FALSE,canada,0.114084507,0.3418452334,1.147895694,0,0.1982131836
450164,36,F,TRUE,FALSE,usa,0.2676056338,0.09896594916,0.984016748,0.1666666667,0.2203283488
450193,34,F,FALSE,FALSE,canada,0.2894366197,0.1013943275,0.9815516525,0,0.2076610197
451291,54,F,TRUE,FALSE,usa,0.5586267606,0.2735709274,0.9736749296,0,0.254527206
452034,49,F,FALSE,FALSE,usa,0.4507042254,0.4492159824,1.211255008,0.1666666667,0.3145107881
452532,32,F,FALSE,FALSE,usa,0.294600939,0.1862861133,1.491019326,0,0.2968523524
452594,44,F,FALSE,TRUE,usa,1.413615023,0.07525690396,0.978227803,0.08333333333,0.2165417668
452612,42,F,TRUE,TRUE,usa,1.352112676,0.2625756651,1.300548938,0.07866323907,0.2493987242
453168,46,F,TRUE,FALSE,usa,0.4334507042,0.09791718603,0.9859822065,0,0.1213297773
454934,42,F,TRUE,FALSE,usa,0.3521126761,0.2316242439,1.233706777,0,0.1843563735
456318,30,F,FALSE,FALSE,usa,0.1830985915,0.01473286012,0.9799540293,0,0.118399038
456663,37,F,TRUE,TRUE,usa,1.331690141,0.2822514676,0.9770987756,0,0.09916097131
456671,37,F,FALSE,FALSE,usa,0.2816901408,0.3611641444,0.9865623515,0,0.1026612988
457468,40,F,TRUE,FALSE,usa,0.448943662,0.3658595554,0.9817959457,0.1666666667,0.4462895927
458479,45,F,FALSE,FALSE,usa,0.4610328638,0.1132300239,1.320784216,0,0.6509006801
458725,17,F,FALSE,FALSE,usa,0,0,0,0,0.04337028129
458762,39,F,TRUE,TRUE,canada,1.309859155,0.1875218048,0,0,0.08808254035
458814,32,F,FALSE,FALSE,usa,0.2612676056,0.01548137152,0.9774465582,0.2222222222,0.1502527533
458855,30,F,TRUE,TRUE,usa,1.183098592,0.09995775548,0.9830099455,0.2132819195,0.1331404603
458919,36,F,FALSE,FALSE,usa,0.2676056338,0.2751933382,0.9842636244,0,0.1370647286
459229,41,F,TRUE,FALSE,usa,0.425528169,0.09988411049,0.9841065495,0.3470437018,0.1068809314
460072,49,M,FALSE,FALSE,usa,0.4507042254,0.01172972057,0.9830025766,0.03547557841,0.1345027711
460553,54,F,TRUE,TRUE,usa,1.521126761,0.193404502,0.9777196956,0,0.2970040782
461559,32,F,FALSE,FALSE,canada,0.2112676056,0.09933082374,0.9834915517,0.05518423308,0.1844609432
462894,51,F,FALSE,FALSE,usa,0.4788732394,0.1933251454,0,0,0.118012711
463783,50,F,FALSE,FALSE,usa,0.4647887324,0.1322818852,0.9853391688,0,0.06010433732
463867,31,F,FALSE,FALSE,usa,0.1971830986,0.188828828,0.9823645541,0,0.1269998954
464080,70,F,TRUE,FALSE,canada,0.7464788732,0.3612588172,0.9864662473,0,0.1136411168
464239,49,F,FALSE,FALSE,usa,0.4507042254,0.07152164339,0.982019541,0,0.1476785528
465138,37,F,FALSE,FALSE,usa,0.2816901408,0.1440984166,0.9829865835,0,0.1612203283
465343,52,F,TRUE,TRUE,usa,1.517957746,0.192926352,0.9782050753,0.1666666667,0.1139673288
465531,33,F,TRUE,FALSE,usa,0.2253521127,0.0133624665,0.9813451434,0,0.08838753529
465568,49,F,TRUE,TRUE,usa,1.450704225,0,0,0.4503856041,0.07557774757
465731,56,F,FALSE,FALSE,usa,0.5492957746,0.01166291996,1.233070387,0,0.2178186761
467092,17,F,FALSE,TRUE,usa,1,0.4570121587,1.030987436,0,0.08187807173
467339,42,F,FALSE,TRUE,usa,1.352112676,0.2480735347,0.9803474995,0.1666666667,0.07612673847
467809,46,F,FALSE,TRUE,usa,1.408450704,0.07565180451,0.9778269315,0.1161953728,0.09753738367
467892,31,F,FALSE,FALSE,usa,0.1971830986,0.01236483527,1.149024526,0.09545844045,0.2744954512
468409,49,F,TRUE,FALSE,usa,0.5007042254,0.1144354598,1.186227221,0,0.1563969573
468832,37,F,TRUE,FALSE,canada,0.2816901408,0.3751628487,1.053331428,0,0.1540311618
469440,44,F,TRUE,TRUE,usa,1.38028169,0.07887651722,1.221842342,0.1111111111,0.2347589669
469464,46,F,TRUE,FALSE,usa,0.4084507042,0.2760909424,0.9805121269,0.2651013996,0.07795670815
469699,54,F,TRUE,TRUE,usa,1.521126761,0.3674487939,0.9801826777,0,0.1570520641
469824,51,F,FALSE,FALSE,usa,0.4788732394,0.1973811244,0.9736829464,0.138103399,0.151887483
471161,40,F,FALSE,FALSE,usa,0.373943662,0.2751449329,0.9843127616,0.2263067695,0.1765897172
471186,49,F,TRUE,FALSE,usa,0.4507042254,0.01116305615,0.983577809,0.03701799486,0.1231569591
471649,47,F,TRUE,TRUE,usa,1.422535211,0,0,0,0.05764404476
471687,40,F,TRUE,FALSE,usa,0.323943662,0.1094284764,0.9733960266,0.08333333333,0.1905608421
471935,47,F,TRUE,FALSE,usa,0.4225352113,0.01294590003,0.9817680084,0.1111111111,0.2160990856
471946,44,F,TRUE,TRUE,usa,1.38028169,0,0,0,0.09826937154
472394,42,F,FALSE,FALSE,usa,0.3521126761,0.1923400319,0.9788002606,0,0.118216041
472446,17,F,FALSE,FALSE,canada,0,0.3148366811,0.9776257292,0,0.1895848583
473847,31,F,FALSE,TRUE,usa,1.497183099,0.1967837799,0.9742893228,0.3616109683,0.4607586788
474007,17,F,FALSE,FALSE,usa,0,0.01241246839,0.9823095056,0,0.02507058454
474120,43,M,FALSE,TRUE,canada,1.366197183,0.1183901323,1.182212754,0.1666666667,0.3077486145
474239,25,F,TRUE,TRUE,usa,1.112676056,0.8659223128,1.295092477,0,0.07685872634
474261,33,F,FALSE,FALSE,canada,0.2253521127,0.1852445535,0.9860030231,0,0.1376137195
474278,24,F,FALSE,FALSE,usa,0.0985915493,0,0,0,0.0455662449
474464,56,F,TRUE,FALSE,usa,0.5992957746,0.3056755399,0.982045632,0.3333333333,0.2462324715
475060,31,F,FALSE,FALSE,usa,0.1971830986,0.1869710468,0.9842504251,0,0.05508208721
475467,35,F,FALSE,FALSE,usa,0.2701877934,0.185187937,0.9860604956,0.1532133676,0.1303652729
475531,37,F,FALSE,FALSE,usa,0.2816901408,0.1482229352,0.9822631216,0,0.112319472
476104,50,F,FALSE,TRUE,usa,1.464788732,0.2226430404,0.9778955412,0.04761904762,0.1965387431
476124,34,F,FALSE,FALSE,canada,0.2561032864,0.1378487087,0.9744025511,0,0.10473981
476270,50,M,FALSE,FALSE,canada,0.4647887324,0.09791634045,0.9850822269,0,0.1169350622
476535,48,F,FALSE,TRUE,canada,1.436619718,0.1451051163,0.9836599311,0.01353898886,0.1248445978
476742,48,M,FALSE,TRUE,usa,1.436619718,0.2073077072,0,0.453470437,0.08637456865
476956,27,F,FALSE,FALSE,canada,0.1408450704,0.01317013755,0.9815403804,0,0.07832270208
477285,51,F,TRUE,FALSE,usa,0.4788732394,0.1032180463,0.9797003589,0.1257069409,0.08106765659
477597,47,F,TRUE,TRUE,usa,1.522535211,0.01009290629,0.9846641396,0,0.1611449752
477730,45,F,FALSE,FALSE,usa,0.3943661972,0.01378307579,0.9809181745,0.1134532991,0.2053225975
477805,33,F,FALSE,FALSE,usa,0.2253521127,0,0,0,0.1200460107
478291,46,F,TRUE,TRUE,usa,1.408450704,0.1894120211,0.9817725431,0,0.1376137195
478533,47,F,TRUE,FALSE,usa,0.4225352113,0.007571394803,0.9872237765,0,0.07942068389
478801,49,F,TRUE,FALSE,usa,0.4507042254,0.1299225331,0.9824485711,0,0.1232667573
478834,40,M,FALSE,TRUE,usa,1.323943662,0,0,0,0.08033566872
479078,17,M,FALSE,FALSE,usa,0,0.0174902079,0.9771549903,0,0.05252012967
480186,23,F,FALSE,FALSE,usa,0.08450704225,0,0,0,0.2397260274
480690,47,F,FALSE,FALSE,usa,0.4475352113,0.1093355746,0.9734903331,0.02493573265,0.176833836
480877,48,F,TRUE,FALSE,usa,0.4866197183,0.1932343974,0.9754655602,0.3964581548,0.1636006134
480895,41,F,FALSE,FALSE,usa,0.338028169,0.05404533871,1.234831852,0.3333333333,0.265293318
480975,70,F,TRUE,FALSE,canada,0.7464788732,0,0,0,0.04812820245
481358,17,F,FALSE,FALSE,usa,0,0.4579690969,0,0,0.05599707205
481622,41,F,TRUE,FALSE,canada,0.338028169,0.01960653629,0.9750066628,0.133924593,0.1379797135
481772,33,F,FALSE,FALSE,usa,0.3753521127,0.1800663339,0,0,0.2699758214
481781,74,F,FALSE,FALSE,usa,0.8028169014,0,0,0,0.04904318728
482335,42,F,FALSE,FALSE,usa,0.3521126761,0,0,0,0.06433360057
482424,39,F,FALSE,FALSE,usa,0.3431924883,0.1311694139,0.9811828373,0.08333333333,0.1620502428
482548,28,F,FALSE,TRUE,usa,1.154929577,0.3353486881,1.134711133,0,0.1519397679
482602,44,F,FALSE,FALSE,usa,0.3802816901,0.105570889,0.973633793,0,0.2245372791
482621,47,F,TRUE,TRUE,usa,1.422535211,0.1939755379,0.9771400256,0.1666666667,0.07813970511
483345,44,F,TRUE,TRUE,usa,1.38028169,0.08262647351,0.9826893941,0.1333333333,0.1778730524
483483,45,F,TRUE,TRUE,canada,1.394366197,0.1001879121,0.982776309,0,0.1227909652
483525,45,F,TRUE,TRUE,canada,1.394366197,0.196791055,0.9742819377,0,0.1861079159
483982,17,F,FALSE,FALSE,usa,0,0.1088354396,0.9739980302,0,0.07832270208
484418,37,F,TRUE,FALSE,usa,0.2816901408,0.1326321669,0.9796979674,0,0.1224249712
485393,26,F,FALSE,FALSE,usa,0.1267605634,0.7465386214,0.7370833128,0.1110539846,0.07246679912
485505,27,F,FALSE,FALSE,usa,0.1908450704,0.1901829642,0.9809899433,0.1666666667,0.1192630695
485658,31,F,FALSE,FALSE,usa,0.1971830986,0.1889805294,1.232210559,0,0.542612151
485780,39,F,FALSE,TRUE,usa,1.309859155,0.09893441551,0.9840487585,0.1658954584,0.1709191676
485785,30,F,FALSE,FALSE,usa,0.1830985915,0.1862000239,0.9822920792,0.1666666667,0.1004653351
485891,33,F,FALSE,TRUE,usa,1.225352113,0.009745453794,1.318350179,0.2002570694,0.3389103838
486113,48,F,TRUE,FALSE,canada,0.5366197183,0.09500953289,0.9880329856,0,0.2515498466
486261,37,F,FALSE,FALSE,usa,0.3316901408,0.01319033568,0.9815198769,0.3333333333,0.1654001857
486366,47,F,TRUE,FALSE,usa,0.4225352113,0.1834196062,0.9878555637,0.1111111111,0.1079682108
486454,45,M,TRUE,TRUE,usa,1.394366197,0.01880267149,0.9758226821,0,0.1171180592
486605,29,F,FALSE,FALSE,usa,0.3190140845,0.02628654106,0.9682256559,0,0.1496565055
486751,49,F,TRUE,FALSE,usa,0.4632042254,0.1540718242,1.234439581,0.2540417024,0.2195572927
487002,19,F,FALSE,FALSE,usa,0.02816901408,0.01740080006,0.97724575,0,0.07338178396
487352,17,F,FALSE,TRUE,usa,1,0.006336373327,0.9884774716,0.1836332476,0.06844086584
487453,42,F,FALSE,FALSE,usa,0.3521126761,0.1157386012,1.146184011,0.1337617823,0.429886019
487637,51,M,FALSE,TRUE,usa,1.478873239,0.09737191631,0.9856348828,0.03633247644,0.09826937154
488099,17,F,FALSE,FALSE,usa,0,0,0,0,0.05599707205
488480,41,M,TRUE,FALSE,canada,0.388028169,0.5263582885,0.9850084924,0,0.1505624029
488672,49,F,TRUE,FALSE,usa,0.517370892,0.1329786728,0.9793462223,0.1851328192,0.2449486578
488827,36,F,FALSE,FALSE,usa,0.3176056338,0.07341348165,0.9808841785,0.1827677806,0.1928364534
488865,35,F,FALSE,FALSE,canada,0.2535211268,0.2055338243,0.9654069771,0,0.08893652619
488870,57,F,TRUE,TRUE,usa,1.563380282,0.1889643916,1.232226941,0,0.2911481753
488918,47,F,FALSE,FALSE,usa,0.4225352113,0.09957635226,0.9828214329,0.1738768515,0.1709191676
489096,38,F,FALSE,FALSE,usa,0.2957746479,0.01304687472,0.981665507,0.1111111111,0.118399038
489131,23,F,FALSE,FALSE,usa,0.08450704225,0,0,0,0.04044232981
489575,44,F,TRUE,TRUE,canada,1.38028169,0.1482322844,0.9787902113,0,0.1481055457
489730,42,F,FALSE,FALSE,usa,0.3521126761,0.09937201771,0.9858208235,0,0.1310258287
489785,37,F,TRUE,TRUE,usa,1.331690141,0.08051192752,0.9728933231,0.1347614967,0.162659669
489949,47,F,FALSE,TRUE,usa,1.455868545,0.3237906027,1.150016302,0.3333333333,0.1617885335
489992,28,M,FALSE,FALSE,usa,0.1799295775,0.1114995983,0.9712935892,0.5235483739,0.1626742623
490201,41,F,FALSE,TRUE,usa,1.338028169,0.1971709745,0.9738962738,0.0470437018,0.10138032
490348,37,F,FALSE,FALSE,usa,0.2816901408,0.1997783998,0.971249424,0,0.08783854439
490517,51,F,TRUE,TRUE,usa,1.478873239,0.1978617154,0.9821995704,0.3333333333,0.1121771411
490576,56,M,TRUE,FALSE,usa,0.5492957746,0.09553304096,0.9875015621,0.1778920308,0.06587890829
490608,35,F,FALSE,FALSE,usa,0.2535211268,0.2774652767,0.9797770123,0,0.1326524684
490629,37,F,FALSE,TRUE,usa,1.306690141,0.1042196405,0.9786836205,0,0.1969991713
491141,49,F,FALSE,FALSE,usa,0.4907042254,0.1184291947,0.9828379653,0.1666666667,0.2219604624
491175,56,F,TRUE,TRUE,usa,1.549295775,0.1066753007,0.9761908306,0,0.1367353341
491182,46,F,FALSE,FALSE,canada,0.4184507042,0.1207768491,0.9797899493,0,0.197489709
491241,50,F,TRUE,TRUE,usa,1.498122066,0.008103938318,0.9871742668,0,0.1094652657
491617,53,F,FALSE,FALSE,canada,0.5237089202,0.2475057215,0.9825134071,0.25,0.1169837205
491930,41,F,FALSE,FALSE,usa,0.338028169,0.196172603,0.9749097408,0.2222222222,0.1313918226
491995,17,M,FALSE,FALSE,usa,0,0,0.5,0,0.2870438147
492371,43,M,TRUE,FALSE,usa,0.3661971831,0.09693052496,0.986082948,0,0.1537174527
492497,40,F,TRUE,FALSE,usa,0.323943662,0.8168885893,1.395299633,0,0.2107079368
493177,46,F,TRUE,FALSE,usa,0.4084507042,0.1036707412,0.9792408192,0.1473007712,0.112543135
493476,41,F,FALSE,TRUE,usa,1.538028169,0.01212018583,0.9826062075,0,0.2162744077
493718,53,F,TRUE,TRUE,usa,1.590375587,0.01200273035,0.9827254389,0.3530481087,0.2063666039
494294,39,F,TRUE,FALSE,usa,0.3098591549,0.1459060455,0.9811516232,0.0411311054,0.1440186134
